症状,所属证候,证候所有症状
发癍,阴虚火旺发癍,癍色鲜红，时发时止，心烦不安，口干咽燥，手足心热，或午后瀨热，夜寐盗汗，头晕耳鸣，或有鼻出血，齿龈出血，舌光红少苔，脉细数。
发癍,脾不统血发癍,红癍反复发作，癍色淡红，隐而不显，面色蒌黄，神疲气怯，食少腹胀，月经过多，经色浅淡，大便溏薄。舌质淡胖，脉细弱无力。
发癍,阳气虚发癍,癍色浅浃，一般多见于胸腹部，心悸怔仲，倦怠乏力，四肢逆冷，食少便播，或下利潸谷，小便清长，面色苍白或虚浮，舌质胖嫩，边有齿痕，脉虚弱无力。
发癍,气滞血瘀发癍,多见于痛瘕积聚患者，癍色靑紫，面色灰齄或苍黄，腹露靑筋，皮肤血丝缕缕，呕血，便血或齿銀出血，舌色紫暗，脉弦或迟涩。
发癍,风湿热郁发癍,癍多呈环形，或皮下有结节，反复发作，多发于四肢，癍形大小不―，环形癍中心色浅，四周隆起，全身关节疼痛，或关节红胖，面色苍白，多汗，重者胸闷气短，脉数。
发黄,湿热发黄,"目黄身黄，黄色鲜明，或见发热，口渴，心中供侬，身倦无力，脘腹胀满，食少纳呆，厌恶油腻，恶心呕吐，小便深黄或短赤，大便干结，舌苔黄腻，脉象滑数。
"
发黄,寒湿发黄,目黄身黄，黄色晦暗，食少纳呆，脘闷腹胀，四肢困重，形寒肢冷，小便不利，大便溏薄，舌苔白腻，脉象橱缓或沉迟。
发黄,瘟毒发黄,起病急骤，黄疽迅速加深，身目均呈深黄色，其色如金，高热口渴，烦躁不安，或神昏诸语，或鼻衄、齿衄、呕血、便血，肌肤出现瘀癍，舌质红绛，苔黄笟干燥少津，脉数0
发黄,嵌血发黄,身黄，其色晦暗，面色靑紫或黧黑，或胁下有痛块，疼痛不舒，或小腹胀痛而小便反利，皮肤可见蛛纹丝缕，或有低热，或大便漆黑，舌质紫暗或有瘀癍，脉弦涩或细浬
发黄,脾虚血亏发黄,肌肤发黄无光泽，神疲乏力，心悸失眠，头晕，爪甲不荣，舌质淡，脉潘细。
毛发脱落,肝肾阴虚毛发脱落,毛发脱落，腰膝痠软，乏力肢软，乳少或无乳，月经量少或闭经，心烦失眠，头晕耳鸣，手足麻木，.皮色黧黑，舌质淡，或舌体瘦小.脉沉细数。
毛发脱落,脾肾拓虚毛发脱落,毛发脱落或失泽稀疏，神疲乏力，消瘦纳差，腹痛腹泻，皮肤黧黑，面色苍白，腰膝痠软，畏寒肢冷，闭经，阳痿，性欲减退，舌质淡胖有齿痕，脉沉细或沉迟。
毛发脱落,气血两虚毛发脱落,毛发稀疏或脱落，面色蒌黄，神疲乏力，动则气短，食少腹胀，月经量少或经闭不行，乳房蒌缩，性欲减退，舌质淡，苔薄白，脉细弱。
毛发脱落,疠毒攻肺毛发脱落,初起皮肤麻木，次起白屑红肿，蔓延成翬，形如蛇皮，成片落下，甚则玻烂，厚肿无胺，病毒入里，可见毛发、须眉脱落等，并可见鼻梁崩塌，唇豳，眼弦断裂。
发狂,痰火上扰发狂,起病较急，狂躁易怒，妄作妄动，叫骂不休，毁物殴人，头痈失眠，面红目赤，舌质红，或红绛，苔黄試，脉弦数。
发狂,阳明热盛发狂,面赤而热，棵体袒胸，旁若无人，狂笑敢号，呼骂不迭，毁物伤人，晓勇倍常，蓬头塘面，口秽喷人，或数日不食，腹满不得卧，大便秘结，舌质红，苔黄或黄腻燥裂，或上翠焦黑苔，脉沉实有力或沉数有力。
发狂,肝胆郁火发狂,心神烦乱，神不守舍，狂躁易怒，言语失常，或咏或歌，或言或笑，惊悸不安，胸胁胀痛，舌红苔黄，脉弦数。
发狂,瘀血内阻发狂,"面色晦鵰，胸中憋闷，精神不宁，时而言语不休，时而沉默寡言，甚则终日骂詈，狂扰不安，少腹胀满坚硬，疼痛拒按，舌质红紫或见瘀癍，脉沉实有力。
"
发狂,阴虚火旺发狂,狂病日久，病势渐缓，精神疲惫，时而譟狂，情绪焦虑、紧张，多言善惊，烦躁不眠，形澳面红，五心饭热，舌质红，少苔或无苔，脉细数。
发癫,肝郁气滞发癫,精神抑郁，情绪不宁，沉默不语，善怒易哭，时时太息，胸胁胀闷，舌质淡红，舌苔薄白，脉弦。
发癫,痰蒙淹窍发癫,精神呆滞，沉默痴呆，哺哺自语，或多疑多虑，哭笑无常，舌淡苔白腻，脉弦滑。
发癫,气虚痰结发癫,情感淡溴，不动不语，甚则呆若木鸡，目瞪如愚，傻笑自语，思维混乱，甚则妄思妄闻，自责自罪，面色蒌黄，便溏溲淸，气短无力，舌质淡，舌体胖，舌苔白腻，脉滑或弱而无力。
发癫,心脾两虚发癫,"病程长，面色苍白无华，少动儎言，神思恍惚，心样易惊，善悲欲哭，意志衰退，夜寐多梦，不思饮食，便溏，舌质淡，舌体胖大，边有齿痕，苔薄白，脉细弱。
"
痫,痰火扰神痫,突然昏倒，四肢抽搐，口吐粘挺，气粗声髙，平索情绪急躁，常因焦急郁怒诱发，心烦失眠，胁助胀痛，咯痰胶稠，面红目赤，口苦而干，便秘，舌质红，苔黄腻’脉弦滑数。
痫,风痰闭神痫,发作前常有头牵，恶心，胸闷，乏力，随即猝然仆倒，神志不清，抽搐，口吐白沫或流清涎，醒后疲惫不堪，发无定时，受寒则易诱发。也有仅为短暂的神志不请或精抻恍惚，无抽搐，舌苔白腻，脉弦滑。
痫,痰瘀互结痫,"发作时头晕头痛，旋即尖叫一声，瘛疯抽搐，口吐涎沫，睑面口唇靑紫，平素常头昏，头痛，痛有定处，或有单侧肢体抽搐，或一侧面部抽动，多继发于颅脑外伤、产伤，舌质暗红或紫，有瘀斑瘀点，舌苔薄白，脉涩。
"
痫,血虚神闭痫,"发作前心悸头睪，随后突然昏倒，口吐白沫，平索心悸气短，失眠多梦，头昏健忘，两目干涩，唇甲淡白，或于经期前后发作频繁，舌质淡，苔薄白，脉细或细数。
"
痫,贤虚供亏痫,反复发作，数年不愈，神思恍惚，突然昏倒，四肢抽描，口吐白沫，二便自遗，平隶头昏目眩，面色晦暗，腰膝酸软，健忘失眠，甚则智力减退，或遗精阳痿早泄，或白带多，舌质淡，苔薄少，脉沉细滑。
善惊,心胆气虚善惊,气短乏力，语言低微，胆怯怕事，心慊易惊，少眠多梦，舌质淡，苔薄白，脉细弱。
善惊,阴血不足善惊,虚烦失眠，漸热盗汗，手足心热，通事易惊，面色无华，爪甲苍白，舌淡或红，苔薄白，或少苔，脉细或细数。
善惊,痰火扰心善愤,心烦意乱，坐卧不宁，甚则狂雎，头昏头痛，夜寐易惊，口干口苦’舌质红’苔黄厚腻’脉滑数
善惊,心火充盛善惊,"面红目赤，烦躁易惊，口舌生疮，渴喜冷饮，自语自笑，舌尖红，苔薄黄，脉数。
"
善惊,肝郁血虚善惊,胸胁胀满，情怀不舒，烦躲易怒，进事易惊，面色爪甲苍白，舌质暗或淡，舌苔薄白，脉细弦
善喜,心火炽盛善喜,时时发笑，兴奋话多，甚或狂言乱语，心烦躁动，口渴喜冷饮，口舌生疮，面赤，舌质红，苔薄黄，脉数。
善喜,疲火扰心善喜,狂笑不休，口流涎沫，烦躁口苦，怪态多端，面赤目呆，夜寐易惊，心烦易怒，舌质红，蒼黄腻，脉滑数。
善喜,肝郁火旺善喜,喜怒无常，时无故发笑，胸胁胀满，暧气太息，性急暴躁.恶梦纷纭，舌质红，苔薄黄，脉弦数。
善喜,水火不济善喜,时善喜，有时可以自控，腰膝痠软，头晕耳鸣，心悸，失眠多梦，五心烦热，遗精盗汗，舌质红，少苔，脉细数或弦细数。
善喜,气虚血疲善喜,病程日久，微笑自语，笑而无力，笑中发呆，生活懒散，气短懒动，舌质紫齄，有瘀点，舌苔薄白，脉弦粗
善悲,心肺气虚善悲,善悲欲哭，情绪低落，心悸气短，动作迟缓，夜寐不佳，自汗盗汗，舌淡苔白，脉弱。
善悲,脏躁善悲,精神诛惚，心神不宁，悲忧善哭，坐卧不安，时时欠伸，甚则精神失常，大便秘结，舌红少津，脉细弦。
善恐,肾精不足善恐,心样善恐，腰膝疫软，头脑发空，健忘，或遗精盗汗.虚烦不眠，或形寒肢冷，疲惫乏力，舌淡苔白，或舌红少苔，脉沉细弱，或细数。
善恐,气血两虚善恐,"觖事善恐，面色无华，身倦乏力，气短自汗，心悸，舌淡苔白，脉虚弱
"
善恐,肝胆不足善恐,虚怯善恐，提心吊胆，如人将捕之，遢事数谋寡断，两胁不舒，舌淡红苔薄白，脉虚弦或弱。
善怒,肝郁气滞善怒,"急躁易怒，胸胁胀痛或串痛，善太息，心情不舒，舌淡红，苔白或黄，脉弦。
"
善怒,肝胆火旺善怒,烦躁易怒，头目胀痛，口苦咽干，胸胁满闷，舌红苔黄，脉弦数。
善怒,脾虚肝乘善怒,心烦易怒，身倦乏力，食少便溏，腹胀腹痛，两胁胀满，舌淡红，苔薄白，脉弦无力。
善怒,肝肾阴虚善怒,"易怒，头昏耳鸣，跟膝疫软，捆热盗汗，五心烦热，胸胁不舒.舌红少苔，脉细数。
"
善忧思,心脾气结善忧思,心怀不舒，终日思虑，胃脘胀闷，不欲饮食，夜难入寐，多梦易惊，舌糖苦薄白，脉弦。
善忧思,肺气不足善忧思,"忧思欲哭，气短儎言，自汗乏力，精神不振，意志消沉，舌淡苔薄白，脉弱。
"
善疑,胆热痰扰善疑,善疑敏感，心烦恍惚，失眠多梦，胆怯易惊，坐卧不安，或幻听幻视，头晕目眩，口苦咽干，胸胁满闷，大便不调，舌质红，苔黄腻，脉弦滑数。
善疑,阴虚阳亢善疑,善疑蕃惊，善悲欲哭，烦躁易怒，失眠，或盜汗，或遗精，潮热颧红，口燥咽牛，小便短赤，舌质红而干，少苔，脉细数。
善疑,心脾两虚善疑,善疑善虑而不能自控，面色蒌黄无华，多梦易醒，心择，健忘，抻疲乏力，饮食无味，舌质淡，苔薄白，脉缓无力。
善疑,心胆不宁善疑,善疑易惊，强迫思维或动作，紧张焦虑，莫能作主，心虚胆怯，虚烦不眠，头昏目眩，舌淡苔白，脉细。
善疑,肝郁血虚善疑,善疑多虑，精神抑郁，情绪不宁，头荦眼花，胁胀作痛，多太息，面白，舌淡，脉弦细。
善疑,气滞血褒善疑,善疑，情绪不稳，哭笑无常，幻觉妄想.胸胁满闷而痛，头痈身痛，面色晦滞，舌质暗红有瘀斑，舌下静脉瘀血，脉弦涩
妄想,痰火内扰妄想,性情急躁易怒^行为冲动，胡言乱语，夸大妄想，或登髙而軟，或弃衣而走，面红目赤，眩晕头痛，舌红苔黄腻，脉弦滑数
妄想,痰气郁结妄想,精神抑郁，表情淡淇，寡言呆滞，活动迟缓。疑虑过度，或忿不欲生，自罪自责，倦息乏力，纳呆便搪，舌体胖或有齿痕.苔白腻，脉潜或沉缓
妄想,气滞血瘀妄想,情绪不稳，转为幼稚或愚蠹，胸胁满闷，周身不适，面色晦暗，妇人则经少色暗，或有痛经、经闭。舌暗少苔，脉涩或弦。
妄想,阴虚火旺妄想,情感平淡，情绪焦虑紧张，烦躁不眠，病情迁延不愈，大便干燥，小便短赤，颧红，口干耳鸣，手足心热，舌红无苔或舌锋苔剥，脉细数。
妄想,气血两虚妄想,情感淡淇，神思恍惚，反应迟钝，思维贫乏，面色无华或苍白，形寒肢冷，神疲乏力，舌质淡，苔薄白，脉沉细。
妄听妄视,痰气郁结妄听妄视,情绪不稳，胸胁满闷，善太息，痰多，抻志痴呆，妄听妄视，舌质淡红苔薄腻，脉弦细而滑。
妄听妄视,痰火扰心妄听妄视,心烦，心悸，面赤，妄听妄视，胡言乱语，失眠多梦，易惊，大便干，小便黄赤，舌苔黄腻，脉滑数。
妄听妄视,阴虚火旺妄听妄视,精神抑郁，思维迟钝，妄听妄视，惊悸恐惧，五心烦热，口干咽燥，失眠盗汗，舌红少苔，脉细数。
妄听妄视,气血两虚妄听妄视,神疲乏力，头晕眼花，心悸失眠，妄听妄视，面色苍白无华，或月经量少，色淡质稀，舌淡而嫩，脉细无力。
妄听妄视,热入血室妄听妄视,妇人正值经水适来或适断，寒热往来，发作有时，如疟状，口苦欲呕，胸胁苦满，夜则谵语，妄听妄视，大汗出，舌苔薄黄或焦黄而干，脉沉数有力
神昏,热陷心包神昏,髙热烦躁，神昏诸语，目赤唇焦，舌强语謇，发疹发斑，四肢厥冷，溲赤便结.舌质红绛，脉洪而数。
神昏,腑热熏蒸神昏,"神志不清，谵言妄语，循衣摸床，髙热或日晡漸热，面红目赤，腹部胀潢，按之坚硬，大便不通或热结旁流，小瘐黄赤，舌苔老黄，焦燥起剌，脉洪大或沉伏有力。
"
神昏,热毒攻心神昏,壮热昏谵，头面红肿，咽胖喉烂，龜血便血，斑疼紫黑，疮疡或丹毒漫延，流注四窜，舌绛苔焦黄或生芒剌，脉滑而数或六脉沉细而数。
神昏,暑邪上霣神昏,碎然昏仆，身热肢累，面色漸红，或见面垢，气粗如嗤，冷汗不止，小便短赤，脉虚数而大。
神昏,湿热蒙蔽神昏,身热不扬，口苦枯腻，缉不欲饮，面目发黄，四坡困重，胸政痞闷，下痢赤白，渐致神识昏沉，时明时昧，或昏迷不酶，舌红苔黄塘赋，脉潘细或滑数
神昏,热盛动风神昏,高热抽描，神识昏迷，灼热肢厥，角弓反张，颈项强直，两目上拥，面红目赤，小便短赤，大便秘结，舌质红，脉弦数。
神昏,阴虚风动神昏,时有头晕眼花，肢体麻木或霣颤，进而突然昏倒，言语謇涩，半身不遂，口眼埚斜，舌红少苔，脉弦细而数
神昏,风疲内闭神昏,突然昏仆，不省人事，震顫抽雄，口角流涎，喉中痰鸣，口眼嗝斜.半身不遨，舌苔白腻，脉弦滑。
神昏,淤血乘心神昏,神识不淸，谵言妄语.狂躲不安，舌謇短缩，身体灼热，少腹硬满，面唇爪甲脊紫，大便色黑易解，小澳尚淸，舌质紫轚，脉沉涩。
神昏,阴坶阳脱神昏,昏糊不醒，汗多肢温，呼吸短促，遂渐转为面色苍白，气短息微，汗出粘冷，四胲厥逆，二便自遗，舌淡苔白，脉微欲绝，或虚细无根
神昏,内闭外耽神昏,神志昏乱，身热蒸手，呼吸气粗，鼾声大作，目闭口开.撒手遗尿，汗出面白，四肢厥冷，舌红或淡红，脉沉伏，或虚数无力。
谵语,热织阳明谵语,神志不淸，谵言妄语，髙热面赤，口海汗出，气粗如啃，小便短赤，舌红苔黄，脉洪大。
谵语,阳明腑实谵语,日晡捆热，谵语烦躁，脚闷喘满，腹满坚硬，绕脐疼痛，大便秘结，舌质红，苔黄厚而干，或灰黑干燥，脉沉实有力。
谵语,热毒攻心谵语,壮热谵语，烦躁头痛，面赤口渴，疔疮痈肿，红肿灼热，或臂、腿有红丝走窜，舌质红绛，苔黄褐干燥，脉滑数。
谵语,痢毒上攻谵语,起病急骤，高热烦海，腹痈呕吐，昏迷谵语，下痢脓血，赤多白少或呈血水样，早期可无下痢脓血，舌红少苔，脉数。
谵语,热入营分谵语,"身热夜甚，谵言妄语，烦躁不安，斑疹隐现，舌质红绛，脉细数。热入血分谱语：离热昏谵，夜晚增剧，躁扰不宁，吐衄发斑；或潮热颥红，暮热早凉，或手足蠕动，四肢抽搐，唇蒌舌缩，齿燥积诟，目陷睛迷，舌光干绛，脉象细数，或微，或弱。
"
谵语,湿热蒙蔽谵语,身热不扬，或高热，午后加重，时有谱语，脘腹胀满，呕恶，或身目发黄，其色鲜明，小便黄赤，舌红，苔黄滅，脉濡数。
谵语,痰火上扰谵语,面赤烦热，谵语妄动，气急呕恶，痰挺壅塞，咳吐黄痰，痰粘稠厚，小溲短赤，大便秘结，苔黄腻，脉滑数。
谵语,褒血攻心谵语,神志不淸，妄言谵语，皮肤发斑，面色紫暗，吐血衄血，身体灼热，少腹硬满，疼痛拒按，小便自利，大便色黑，舌质紫糖，有瘀点，脉沉数或沉涩。
郑声,亡阴郑声,重诤喻哺，神识昏沉，甚或不潸，眼眶深陷，皮肤干瘍，汗出而粘，呼吸短促，渴客冷饮，四肢温暖，面色辋红，舌质红干燥无津，少苔或光剥无苔，脉细数无力或虚大数。
